2880002306052	230605
2880002512675	251267
2880007211641	721164
2880007228519	722851
2880007334371	733437
2880007351354	735135
2880007351378	735137
2880007789898	778989
2880007856248	785624
2880007865738	786573
2880007892079	789207
2880008325200	832520
2880008355832	835583
2880008355863	835586
2880008355870	835587
2880008355887	835588
2880008355894	835589
2880008355924	835592
2880008355931	835593
2880008355948	835594
2880008355955	835595
2880008355979	835597
2880008361857	836185
2880008385587	838558
2880008395593	839559
2880008395609	839560
2880008395616	839561
2880008395654	839565
2880008395692	839569
2880008395715	839571
2880008395739	839573
2880008441467	844146
2880008441559	844155
2880008441573	844157
2880008441580	844158
2880008441610	844161
2880008487465	848746
2880008487489	848748
2880008547336	854733
2880008552996	855299
2880008560489	856048
2880008560526	856052
2880008573151	857315
2880008573175	857317
2880008578682	857868
2880008585246	858524
2880008585260	858526
2880008585277	858527
2880008592220	859222
2880008592244	859224
2880008592268	859226
2880008595658	859565
2880008595672	859567
2880008595702	859570
2880008601151	860115
2880008602868	860286
2880008622859	862285
2880008622880	862288
2880008627564	862756
2880008635309	863530
2880008637815	863781
2880008637822	863782
2880008645056	864505
2880007114294	711429
2880007351415	735141
2880007800623	780062
2880007825381	782538
2880007880670	788067
2880007880687	788068
2880007880694	788069
2880007880700	788070
2880007903690	790369
2880007903706	790370
2880007931280	793128
2880008394282	839428
2880008426938	842693
2880008452296	845229
2880008452357	845235
2880008469164	846916
2880008504094	850409
2880008508641	850864
2880008510576	851057
2880008538600	853860
2880008538617	853861
2880008604763	860476
2880008604770	860477
2880008604787	860478
2880008609799	860979
2880008627748	862774
2880008627755	862775
2880008635132	863513
2880008635156	863515
2880008635163	863516
2880008635170	863517
2880008636887	863688
2880002552718	255271
2880002762117	276211
2880007178340	717834
2880007279733	727973
2880007285222	728522
2880007852813	785281
2880007852820	785282
2880007912296	791229
2880007989717	798971
2880007989786	798978
2880008385457	838545
2880008388540	838854
2880008388557	838855
2880008388564	838856
2880008388588	838858
2880008422954	842295
2880008423265	842326
2880008424750	842475
2880008470283	847028
2880008470337	847033
2880008500799	850079
2880008500836	850083
2880008596914	859691
2880008615301	861530
2880008627656	862765
2880007813159	781315
2880008387420	838742
2880008395029	839502
2880008439884	843988
2880008439945	843994
2880008439952	843995
2880008439969	843996
2880008439976	843997
2880008481005	848100
2880008481012	848101
2880008600239	860023
2880008627403	862740
2880008454245	845424
2880008510286	851028
2880008510316	851031
2880008519562	851956
2880008531021	853102
2880008572178	857217
2880008592404	859240
2880008597195	859719
2880008598161	859816
2880008598178	859817
2880008600314	860031
2880008600345	860034
2880008600383	860038
2880008600628	860062
2880008600635	860063
2880008605005	860500
2880008605845	860584
2880008609959	860995
2880008609980	860998
2880008613987	861398
2880008614083	861408
2880008614663	861466
2880008618586	861858
2880008618746	861874
2880008618753	861875
2880008618777	861877
2880008618807	861880
2880008618814	861881
2880008620466	862046
2880008621654	862165
2880008625232	862523
2880008625331	862533
2880008631875	863187
2880008636849	863684
2880008640808	864080
2880008643557	864355
2880008646770	864677
2880008646787	864678
2880008657042	865704
2880008657073	865707
2880007292480	729248
2880007908657	790865
2880007917369	791736
2880008330631	833063
2880008348247	834824
2880008405476	840547
2880008425542	842554
2880008425559	842555
2880008509617	850961
2880008540795	854079
2880008540894	854089
2880008569765	856976
2880008573281	857328
2880008573328	857332
2880008607146	860714
2880008619804	861980
2880008623573	862357
2880007816426	781642
2880008308623	830862
2880008393810	839381
2880008397276	839727
2880008400440	840044
2880008400464	840046
2880008400488	840048
2880008400501	840050
2880008402536	840253
2880008405582	840558
2880008405599	840559
2880008424286	842428
2880008428673	842867
2880008456508	845650
2880008456591	845659
2880008456621	845662
2880008473444	847344
2880008497570	849757
2880008516332	851633
2880008516349	851634
2880008516356	851635
2880008516363	851636
2880008562414	856241
2880008580777	858077
2880008585802	858580
2880008618630	861863
2880008618654	861865
2880008618661	861866
2880007913637	791363
2880008336091	833609
2880008336107	833610
2880008344102	834410
2880008392950	839295
2880008401324	840132
2880008417561	841756
2880008483092	848309
2880008509389	850938
2880008547640	854764
2880008391618	839161
2880008336015	833601
2880008459134	845913
2880007874563	787456
2880008306315	830631
2880008306339	830633
2880008324494	832449
2880008324531	832453
2880008324647	832464
2880008324746	832474
2880008377605	837760
2880008429786	842978
2880008451534	845153
2880008495385	849538
2880008497242	849724
2880008511184	851118
2880008525136	852513
2880008525167	852516
2880008525174	852517
2880008525594	852559
2880008525655	852565
2880008525709	852570
2880008525723	852572
2880008525747	852574
2880008525754	852575
2880008525761	852576
2880008525778	852577
2880008525785	852578
2880008525792	852579
2880008526010	852601
2880008526676	852667
2880008526683	852668
2880008526690	852669
2880008526706	852670
2880008526874	852687
2880008526898	852689
2880008526904	852690
2880008526928	852692
2880008527086	852708
2880008527093	852709
2880008527369	852736
2880008527451	852745
2880008527475	852747
2880008527574	852757
2880008527581	852758
2880008529769	852976
2880008538693	853869
2880008538778	853877
2880008542836	854283
2880008547190	854719
2880008549392	854939
2880008549415	854941
2880008549682	854968
2880008549699	854969
2880008549705	854970
2880008549712	854971
2880008549729	854972
2880008549910	854991
2880008560311	856031
2880008560434	856043
2880008592350	859235
2880008597881	859788
2880008599175	859917
2880008604633	860463
2880008604640	860464
2880008604657	860465
2880008604664	860466
2880008604671	860467
2880008610016	861001
2880008623399	862339
2880008623405	862340
2880008623412	862341
2880008623924	862392
2880008623931	862393
2880008625539	862553
2880008625607	862560
2880008625805	862580
2880008626604	862660
2880008627298	862729
2880008627335	862733
2880008627540	862754
2880008628479	862847
2880008640525	864052
2880008654188	865418
2880002197667	219766
2880007223170	722317
2880007826883	782688
2880007945645	794564
2880008344454	834445
2880008355344	835534
2880008379616	837961
2880008418223	841822
2880008424057	842405
2880008544380	854438
2880008548845	854884
2880008601564	860156
2880008607641	860764
2880008608631	860863
2880007359145	735914
2880007359152	735915
2880007881615	788161
2880007882193	788219
2880008301242	830124
2880008301952	830195
2880008355047	835504
2880008395043	839504
2880008515106	851510
2880008576145	857614
2880008576152	857615
2880008599236	859923
2880008604015	860401
2880008611259	861125
2880008621586	862158
2880007813104	781310
2880008323763	832376
2880008323824	832382
2880008324203	832420
2880008324234	832423
2880008327341	832734
2880008327396	832739
2880008355177	835517
2880008360553	836055
2880008368603	836860
2880008426686	842668
2880008426693	842669
2880008427751	842775
2880008427775	842777
2880008427799	842779
2880008442099	844209
2880008474397	847439
2880008474434	847443
2880008474830	847483
2880008475004	847500
2880008494609	849460
2880008494616	849461
2880008494623	849462
2880008494630	849463
2880008498928	849892
2880008499451	849945
2880008499468	849946
2880008499499	849949
2880008499505	849950
2880008510699	851069
2880008510712	851071
2880008511405	851140
2880008512853	851285
2880008512860	851286
2880008512877	851287
2880008531199	853119
2880008537252	853725
2880008539874	853987
2880008539881	853988
2880008539898	853989
2880008539911	853991
2880008539928	853992
2880008540061	854006
2880008540078	854007
2880008540085	854008
2880008540092	854009
2880008548951	854895
2880008548982	854898
2880008550282	855028
2880008550305	855030
2880008559636	855963
2880008559643	855964
2880008566856	856685
2880008583891	858389
2880008583907	858390
2880008583914	858391
2880008583938	858393
2880008583945	858394
2880008584232	858423
2880008592398	859239
2880008593173	859317
2880008597102	859710
2880008599717	859971
2880008600178	860017
2880008600185	860018
2880008600567	860056
2880008604497	860449
2880008606286	860628
2880008606293	860629
2880008608044	860804
2880008608648	860864
2880008610399	861039
2880008612546	861254
2880008613222	861322
2880008613246	861324
2880008615448	861544
2880008615479	861547
2880008615509	861550
2880008618913	861891
2880008622897	862289
2880008622903	862290
2880008622910	862291
2880008623139	862313
2880008623375	862337
2880008623382	862338
2880008624891	862489
2880008631288	863128
2880008633060	863306
2880008638621	863862
2880008638638	863863
2880008638652	863865
2880008638669	863866
2880008640884	864088
2880008648453	864845
2880008649825	864982
2880008649832	864983
2880008654485	865448
2880008656021	865602
2880007822595	782259
2880007859690	785969
2880007990621	799062
2880007991420	799142
2880008400365	840036
2880008453392	845339
2880008574394	857439
2880008600246	860024
2880008600253	860025
2880008605814	860581
2880008605821	860582
2880008620336	862033
2880008627793	862779
2880008628905	862890
2880008639994	863999
2880001289837	128983
2880001522705	152270
2880001547982	154798
2880007015959	701595
2880007792744	779274
2880008627786	862778
2880007129823	712982
2880007359305	735930
2880007825954	782595
2880007825978	782597
2880007825985	782598
2880007831047	783104
2880007834956	783495
2880008301624	830162
2880008356150	835615
2880008508429	850842
2880008508436	850843
2880008541761	854176
2880008541815	854181
2880008542478	854247
2880008542485	854248
2880008542508	854250
2880007831085	783108
2880007851380	785138
2880007902174	790217
2880007814057	781405
2880007827781	782778
2880007833249	783324
2880007985481	798548
2880008585222	858522
2880008621920	862192
2880008625157	862515
2880007825992	782599
2880008302829	830282
2880008302836	830283
2880008573458	857345
2880007925197	792519
2880007941081	794108
2880008313627	831362
2880008381077	838107
2880008395852	839585
2880008495378	849537
2880008511399	851139
2880008511412	851141
2880008522685	852268
2880008619118	861911
2880008619125	861912
